season,date,race_id,location,circuitName,weather,lat,long,driver_id,name,team,enginemanufacturer,resultposition,gridposition,status,completedlaps,comment,nolaps,tracklength
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,2,Daniel Ricciardo,RedBull,Renault,3,3,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,3,Nico Rosberg,Mercedes,Mercedes,2,2,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,4,Kevin Magnussen,Renault,Renault,12,18,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,5,Fernando Alonso,McLaren,Honda,5,12,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,7,Nico Hulkenberg,ForceIndia,Mercedes,22,7,DNF,1,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,8,Daniil Kvyat,RedBull,Renault,11,13,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,9,Felipe Massa,Williams,Mercedes,7,9,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,10,Jenson Button,McLaren,Honda,9,19,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,11,Kimi Raikkonen,Ferrari,Ferrari,19,5,DNF,38,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,12,Sebastian Vettel,Ferrari,Ferrari,4,6,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,15,Valtteri Bottas,Williams,Mercedes,16,8,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,16,Sergio Perez,ForceIndia,Mercedes,8,11,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,19,Marcus Ericsson,Sauber,Ferrari,14,16,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,20,Esteban Gutierrez,HaasF1Team,Ferrari,21,14,DNF,16,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,22,Romain Grosjean,HaasF1Team,Ferrari,10,17,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,25,Carlos Sainz Jnr,ToroRosso,Ferrari,6,10,F,56,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,26,Felipe Nasr,Sauber,Ferrari,15,21,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,27,Max Verstappen,ToroRosso,Ferrari,20,4,DNF,28,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,30,Jolyon Palmer,Renault,Renault,13,15,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,31,Pascal Wehrlein,ManorMarussia,Mercedes,17,20,F,55,,56,5513
2016,2016-10-23,56,Austin,Circuit of the Americas,sunny  and hot with temperatures reaching up to 84°f  (29°c)  wind speeds approaching speeds of 9.2 miles per hour  (14.8km/h) 19°c dry,30.1328,-97.6411,34,Esteban Ocon,ManorMarussia,Mercedes,18,22,F,54,,56,5513
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,1,Lewis Hamilton,Mercedes,Mercedes,2,1,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,2,Daniel Ricciardo,RedBull,Renault,17,15,DNF,25,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,4,Kevin Magnussen,HaasF1Team,Ferrari,15,17,DNF,46,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,5,Fernando Alonso,McLaren,Honda,14,12,DNF,50,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,7,Nico Hulkenberg,Renault,Renault,11,11,F,56,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,8,Daniil Kvyat,ToroRosso,Renault,9,9,F,56,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,9,Felipe Massa,Williams,Mercedes,6,7,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,11,Kimi Raikkonen,Ferrari,Ferrari,4,4,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,12,Sebastian Vettel,Ferrari,Ferrari,1,2,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,15,Valtteri Bottas,Mercedes,Mercedes,3,3,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,16,Sergio Perez,ForceIndia,Mercedes,7,10,F,56,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,19,Marcus Ericsson,Sauber,Ferrari,18,14,DNF,21,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,22,Romain Grosjean,HaasF1Team,Ferrari,20,6,DNF,13,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,25,Carlos Sainz Jnr,ToroRosso,Renault,8,8,F,56,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,27,Max Verstappen,RedBull,Renault,5,5,F,57,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,30,Jolyon Palmer,Renault,Renault,19,19,DNF,15,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,33,Stoffel Vandoorne,McLaren,Honda,13,18,F,55,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,34,Esteban Ocon,ForceIndia,Mercedes,10,13,F,56,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,35,Antonio Giovinazzi,Sauber,Ferrari,12,16,F,55,,57,5303
2017,2017-03-26,60,Melbourne,Albert Park Grand Prix Circuit,partly cloudy 24°c  (75°f) air temperature 33.5°c  (92.5°f) track temperature 2m/s  (4.5mph  7.2km/h) wind from the northwest sunny dry 23°c,-37.8497,144.968,36,Lance Stroll,Williams,Mercedes,16,20,DNF,40,,57,5303
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,2,Daniel Ricciardo,RedBull,Renault,4,5,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,4,Kevin Magnussen,HaasF1Team,Ferrari,8,12,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,5,Fernando Alonso,McLaren,Honda,16,13,DNF,33,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,7,Nico Hulkenberg,Renault,Renault,12,7,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,8,Daniil Kvyat,ToroRosso,Renault,17,9,DNF,18,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,9,Felipe Massa,Williams,Mercedes,14,6,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,11,Kimi Raikkonen,Ferrari,Ferrari,5,4,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,12,Sebastian Vettel,Ferrari,Ferrari,2,2,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,15,Valtteri Bottas,Mercedes,Mercedes,6,3,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,16,Sergio Perez,ForceIndia,Mercedes,9,8,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,19,Marcus Ericsson,Sauber,Ferrari,15,14,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,22,Romain Grosjean,HaasF1Team,Ferrari,11,19,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,25,Carlos Sainz Jnr,ToroRosso,Renault,7,11,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,27,Max Verstappen,RedBull,Renault,3,16,F,56,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,30,Jolyon Palmer,Renault,Renault,13,20,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,33,Stoffel Vandoorne,McLaren,Honda,18,15,DNF,17,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,34,Esteban Ocon,ForceIndia,Mercedes,10,17,F,55,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,35,Antonio Giovinazzi,Sauber,Ferrari,19,18,DNF,3,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-09,61,Shanghai,Shanghai International Circuit,"light rain at start, drying later . 12°c",31.3389,121.22,36,Lance Stroll,Williams,Mercedes,20,10,DNF,0,"Slightly wet in the beginning, SC through pit lane",56,5451
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,1,Lewis Hamilton,Mercedes,Mercedes,2,2,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,2,Daniel Ricciardo,RedBull,Renault,5,4,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,4,Kevin Magnussen,HaasF1Team,Ferrari,19,20,DNF,8,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,5,Fernando Alonso,McLaren,Honda,14,15,DNF,54,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,7,Nico Hulkenberg,Renault,Renault,9,7,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,8,Daniil Kvyat,ToroRosso,Renault,12,11,F,56,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,9,Felipe Massa,Williams,Mercedes,6,8,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,11,Kimi Raikkonen,Ferrari,Ferrari,4,5,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,12,Sebastian Vettel,Ferrari,Ferrari,1,3,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,15,Valtteri Bottas,Mercedes,Mercedes,3,1,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,16,Sergio Perez,ForceIndia,Mercedes,7,18,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,19,Marcus Ericsson,Sauber,Ferrari,15,19,DNF,50,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,22,Romain Grosjean,HaasF1Team,Ferrari,8,9,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,25,Carlos Sainz Jnr,ToroRosso,Renault,16,16,DNF,12,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,27,Max Verstappen,RedBull,Renault,18,6,DNF,11,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,30,Jolyon Palmer,Renault,Renault,13,10,F,56,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,33,Stoffel Vandoorne,McLaren,Honda,20,17,DNF,0,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,34,Esteban Ocon,ForceIndia,Mercedes,10,14,F,57,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,36,Lance Stroll,Williams,Mercedes,17,12,DNF,12,,57,5412
2017,2017-04-16,62,Sakhir,Bahrain International Circuit,None 31°c dry,26.0325,50.5106,31,Pascal Wehrlein,Sauber,Ferrari,11,13,F,56,,57,5412
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,1,Lewis Hamilton,Mercedes,Mercedes,4,4,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,2,Daniel Ricciardo,RedBull,Renault,17,5,DNF,5,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,4,Kevin Magnussen,HaasF1Team,Ferrari,13,13,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,5,Fernando Alonso,McLaren,Honda,20,15,DNF,0,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,7,Nico Hulkenberg,Renault,Renault,8,8,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,8,Daniil Kvyat,ToroRosso,Renault,12,12,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,9,Felipe Massa,Williams,Mercedes,9,6,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,11,Kimi Raikkonen,Ferrari,Ferrari,3,2,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,12,Sebastian Vettel,Ferrari,Ferrari,2,1,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,15,Valtteri Bottas,Mercedes,Mercedes,1,3,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,16,Sergio Perez,ForceIndia,Mercedes,6,9,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,19,Marcus Ericsson,Sauber,Ferrari,15,18,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,22,Romain Grosjean,HaasF1Team,Ferrari,19,19,DNF,0,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,25,Carlos Sainz Jnr,ToroRosso,Renault,10,14,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,27,Max Verstappen,RedBull,Renault,5,7,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,30,Jolyon Palmer,Renault,Renault,18,16,DNF,0,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,33,Stoffel Vandoorne,McLaren,Honda,14,20,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,34,Esteban Ocon,ForceIndia,Mercedes,7,10,F,52,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,36,Lance Stroll,Williams,Mercedes,11,11,F,51,,52,5848
2017,2017-04-30,63,Sochi,Sochi Autodrom,None sunny clear sky 26°c,43.4057,39.9578,31,Pascal Wehrlein,Sauber,Ferrari,16,17,F,50,,52,5848
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,1,Lewis Hamilton,Mercedes,Mercedes,1,1,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,2,Daniel Ricciardo,RedBull,Renault,3,6,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,4,Kevin Magnussen,HaasF1Team,Ferrari,12,18,F,69,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,5,Fernando Alonso,McLaren,Honda,16,12,DNF,66,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,7,Nico Hulkenberg,Renault,Renault,8,10,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,8,Daniil Kvyat,ToroRosso,Renault,17,11,DNF,54,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,9,Felipe Massa,Williams,Mercedes,19,7,DNF,0,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,11,Kimi Raikkonen,Ferrari,Ferrari,7,4,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,12,Sebastian Vettel,Ferrari,Ferrari,4,2,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,15,Valtteri Bottas,Mercedes,Mercedes,2,3,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,16,Sergio Perez,ForceIndia,Mercedes,5,8,F,70,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,19,Marcus Ericsson,Sauber,Ferrari,13,19,F,69,,70,4361
2017,2017-06-11,66,Montreal,Circuit Gilles Villeneuve,sunny  and hot with temperatures reaching up to 29°c  (84°f)  wind speeds reaching 12.9 kilometres per hour  (8.0mph) sunny clear sky 29°c,45.5,-73.5228,22,Romain Grosjean,HaasF1Team,Ferrari,10,14,F,69,,70,4361
