,weather,circuitName,lat,long,location,country,driver_id,carno,initials,name,race_id,team,teamcolor,enginemanufacturer,gridposition,status,resultposition,completedlaps,speedtrap,date,season,availablecompounds,comment,nolaps,nolapsplanned,tracklength,"accidents per driver, per season","failures per driver, per season"
4527,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,35,99,GIO,Antonio Giovinazzi,110,AlfaRomeo,#9B0000,Ferrari,11,DNF,18,18,314.0,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,1.0,0.0
4528,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,36,18,STR,Lance Stroll,110,RacingPoint,#F596C8,Mercedes,18,F,13,52,340.4,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,1.0,0.0
4529,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,38,10,GAS,Pierre Gasly,110,RedBull,#1E41FF,Honda,5,F,4,52,336.0,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,0.0,1.0
4530,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,40,16,LEC,Charles Leclerc,110,Ferrari,#DC0000,Ferrari,3,F,3,52,338.8,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,1.0,1.0
4531,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,42,4,NOR,Lando Norris,110,McLaren,#FF8700,Renault,8,F,11,52,334.3,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,1.0,3.0
4532,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,43,23,ALB,Alexander Albon,110,ToroRosso,#469BFF,Honda,9,F,12,52,333.1,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,0.0,1.0
4533,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,44,63,RUS,George Russell,110,Williams,#192c4e,Mercedes,19,F,14,51,325.1,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,2.0,0.0
4534,clear . ambient  30.0°c  (86.0°f)  surface  50.0°c  (122.0°f) ,Silverstone Circuit,52.0786,-1.01694,Silverstone,UK,45,88,KUB,Robert Kubica,110,Williams,#192c4e,Mercedes,20,F,15,51,323.2,2019-07-14,2019,"A2,A3,A4,I,W",,52,52,5891,0.0,2.0
4535,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,1,44,HAM,Lewis Hamilton,10,Mercedes,#00D2BE,Mercedes,20,F,3,67,345.2,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,3.0
4536,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,2,3,RIC,Daniel Ricciardo,10,RedBull,#1E41FF,Renault,5,F,6,67,334.6,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,2.0
4537,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,3,6,ROS,Nico Rosberg,10,Mercedes,#00D2BE,Mercedes,1,F,1,67,331.8,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,2.0
4538,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,4,20,MAG,Kevin Magnussen,10,McLaren,#FF8700,Mercedes,4,F,9,66,333.6,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,1.0
4539,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,5,14,ALO,Fernando Alonso,10,Ferrari,#DC0000,Ferrari,7,F,5,67,327.7,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,2.0
4540,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,6,25,VER,Jean-Eric Vergne,10,ToroRosso,#469BFF,Renault,13,F,13,66,335.7,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,5.0
4541,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,7,27,HUL,Nico Hulkenberg,10,ForceIndia,#F596C8,Mercedes,9,F,7,67,333.2,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,1.0
4542,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,8,26,KVY,Daniil Kvyat,10,ToroRosso,#469BFF,Renault,8,DNF,20,44,331.0,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,5.0
4543,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,9,19,MAS,Felipe Massa,10,Williams,#192c4e,Mercedes,3,DNF,22,0,,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,3.0,0.0
4544,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,10,22,BUT,Jenson Button,10,McLaren,#FF8700,Mercedes,11,F,8,67,332.3,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,0.0
4545,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,11,7,RAI,Kimi Raikkonen,10,Ferrari,#DC0000,Ferrari,12,F,11,66,332.9,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,0.0
4546,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12,5,VET,Sebastian Vettel,10,RedBull,#1E41FF,Renault,6,F,4,67,332.9,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,3.0
4547,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,13,99,SUT,Adrian Sutil,10,Sauber,#9B0000,Ferrari,15,DNF,19,47,330.1,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,4.0,3.0
4548,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,14,10,KOB,Kamui Kobayashi,10,Caterham,#006400,Renault,19,F,16,65,328.4,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,5.0
4549,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,15,77,BOT,Valtteri Bottas,10,Williams,#192c4e,Mercedes,2,F,2,67,340.2,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,1.0
4550,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,16,11,PER,Sergio Perez,10,ForceIndia,#F596C8,Mercedes,10,F,10,66,341.0,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,3.0,0.0
4551,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,17,4,CHI,Max Chilton,10,Marussia,#6E0000,Ferrari,21,F,17,65,322.1,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,2.0,1.0
4552,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,18,17,BIA,Jules Bianchi,10,Marussia,#6E0000,Ferrari,17,F,15,66,326.0,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,1.0
4553,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,19,9,ERI,Marcus Ericsson,10,Caterham,#006400,Renault,22,F,18,65,325.5,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,4.0
4554,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,20,21,GUT,Esteban Gutierrez,10,Sauber,#9B0000,Ferrari,16,F,14,66,329.1,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,3.0,3.0
4555,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,21,13,MAL,Pastor Maldonado,10,LotusF1,#E2B007,Renault,18,F,12,66,330.1,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,0.0,6.0
4556,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,22,8,GRO,Romain Grosjean,10,LotusF1,#E2B007,Renault,14,DNF,21,26,316.3,2014-07-20,2014,"A3,A4,I,W",,67,67,4574,1.0,5.0
4557,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,1,44,HAM,Lewis Hamilton,50,Mercedes,#00D2BE,Mercedes,2,F,1,67,337.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,1.0
4558,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,2,3,RIC,Daniel Ricciardo,50,RedBull,#1E41FF,Renault,3,F,2,67,345.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,0.0
4559,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,3,6,ROS,Nico Rosberg,50,Mercedes,#00D2BE,Mercedes,1,F,4,67,338.7,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,0.0
4560,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,4,20,MAG,Kevin Magnussen,50,Renault,#FFF500,Renault,16,F,16,66,340.2,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,2.0
4561,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,5,14,ALO,Fernando Alonso,50,McLaren,#FF8700,Honda,13,F,12,66,334.4,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,2.0
4562,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,7,27,HUL,Nico Hulkenberg,50,ForceIndia,#F596C8,Mercedes,8,F,7,67,336.6,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,2.0
4563,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,8,26,KVY,Daniil Kvyat,50,RedBull,#1E41FF,Renault,18,F,15,66,340.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,5.0
4564,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,9,19,MAS,Felipe Massa,50,Williams,#192c4e,Mercedes,10,DNF,22,36,341.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,2.0
4565,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,10,22,BUT,Jenson Button,50,McLaren,#FF8700,Honda,12,F,8,66,332.8,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,5.0
4566,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,11,7,RAI,Kimi Raikkonen,50,Ferrari,#DC0000,Ferrari,5,F,6,67,342.9,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,2.0
4567,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12,5,VET,Sebastian Vettel,50,Ferrari,#DC0000,Ferrari,6,F,5,67,338.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,1.0
4568,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,15,77,BOT,Valtteri Bottas,50,Williams,#192c4e,Mercedes,7,F,9,66,338.2,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,2.0
4569,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,16,11,PER,Sergio Perez,50,ForceIndia,#F596C8,Mercedes,9,F,10,66,340.3,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,0.0
4570,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,19,9,ERI,Marcus Ericsson,50,Sauber,#9B0000,Ferrari,22,F,18,65,338.0,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,3.0
4571,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,20,21,GUT,Esteban Gutierrez,50,HaasF1Team,#F0D787,Ferrari,11,F,11,66,342.4,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,3.0
4572,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,22,8,GRO,Romain Grosjean,50,HaasF1Team,#F0D787,Ferrari,20,F,13,66,344.3,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,3.0
4573,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,25,55,SAI,Carlos Sainz Jnr,50,ToroRosso,#469BFF,Ferrari,15,F,14,66,339.1,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,0.0,4.0
4574,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,26,12,NAS,Felipe Nasr,50,Sauber,#9B0000,Ferrari,21,DNF,21,57,337.0,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,2.0
4575,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,27,33,VER,Max Verstappen,50,ToroRosso,#469BFF,Ferrari,4,F,3,67,342.4,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,1.0,2.0
4576,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,30,30,PAL,Jolyon Palmer,50,Renault,#FFF500,Renault,14,F,19,65,337.5,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,2.0
4577,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,31,94,WEH,Pascal Wehrlein,50,ManorMarussia,#6E0000,Mercedes,17,F,17,65,343.4,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,3.0,2.0
4578,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,32,88,HAR,Rio Haryanto,50,ManorMarussia,#6E0000,Mercedes,19,F,20,65,349.9,2016-07-31,2016,"A2,A3,A4,I,W",,67,67,4574,2.0,1.0
4579,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,1,44,HAM,Lewis Hamilton,90,Mercedes,#00D2BE,Mercedes,14,F,1,67,346.9,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,1.0
4580,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,2,3,RIC,Daniel Ricciardo,90,RedBull,#1E41FF,Renault,20,DNF,20,27,338.8,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,7.0
4581,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,4,20,MAG,Kevin Magnussen,90,HaasF1Team,#F0D787,Ferrari,5,F,11,67,329.3,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,2.0
4582,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,5,14,ALO,Fernando Alonso,90,McLaren,#FF8700,Renault,11,DNF,16,65,328.3,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,2.0,4.0
4583,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,7,27,HUL,Nico Hulkenberg,90,Renault,#FFF500,Renault,7,F,5,67,336.5,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,4.0,3.0
4584,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,11,7,RAI,Kimi Raikkonen,90,Ferrari,#DC0000,Ferrari,3,F,3,67,317.0,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,4.0
4585,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12,5,VET,Sebastian Vettel,90,Ferrari,#DC0000,Ferrari,1,DNF,18,51,336.4,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,0.0
4586,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,15,77,BOT,Valtteri Bottas,90,Mercedes,#00D2BE,Mercedes,2,F,2,67,337.6,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,1.0
4587,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,16,11,PER,Sergio Perez,90,ForceIndia,#F596C8,Mercedes,10,F,7,67,339.9,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,2.0
4588,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,19,9,ERI,Marcus Ericsson,90,Sauber,#9B0000,Ferrari,13,F,9,67,332.8,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,3.0
4589,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,22,8,GRO,Romain Grosjean,90,HaasF1Team,#F0D787,Ferrari,6,F,6,67,332.1,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,4.0,1.0
4590,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,25,55,SAI,Carlos Sainz Jnr,90,Renault,#FFF500,Renault,8,F,12,67,343.1,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,1.0
4591,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,27,33,VER,Max Verstappen,90,RedBull,#1E41FF,Renault,4,F,4,67,330.0,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,2.0
4592,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,33,2,VAN,Stoffel Vandoorne,90,McLaren,#FF8700,Renault,19,F,13,67,341.4,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,0.0,2.0
4593,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,34,31,OCO,Esteban Ocon,90,ForceIndia,#F596C8,Mercedes,15,F,8,67,340.2,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,3.0,2.0
4594,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,36,18,STR,Lance Stroll,90,Williams,#192c4e,Mercedes,18,DNF,17,53,336.3,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,1.0
4595,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,38,10,GAS,Pierre Gasly,90,ToroRosso,#469BFF,Honda,16,F,14,66,334.2,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,2.0,3.0
4596,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,39,28,HAR,Brendon Hartley,90,ToroRosso,#469BFF,Honda,17,F,10,67,336.7,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,2.0,3.0
4597,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,40,16,LEC,Charles Leclerc,90,Sauber,#9B0000,Ferrari,9,F,15,66,337.7,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,3.0,2.0
4598,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,41,35,SIR,Sergey Sirotkin,90,Williams,#192c4e,Mercedes,12,DNF,19,51,331.6,2018-07-22,2018,"A3,A4,A6,I,W",Wet race,67,67,4574,1.0,2.0
4599,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,1,44,HAM,Lewis Hamilton,111,Mercedes,#00D2BE,Mercedes,1,F,9,64,327.2,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,0.0,0.0
4600,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,2,3,RIC,Daniel Ricciardo,111,Renault,#FFF500,Renault,13,DNF,19,13,304.1,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,3.0
4601,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,4,20,MAG,Kevin Magnussen,111,HaasF1Team,#F0D787,Ferrari,12,F,8,64,324.8,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,0.0
4602,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,7,27,HUL,Nico Hulkenberg,111,Renault,#FFF500,Renault,9,DNF,16,39,319.5,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,0.0
4603,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,8,26,KVY,Daniil Kvyat,111,ToroRosso,#469BFF,Honda,14,F,3,64,315.0,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,1.0
4604,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,11,7,RAI,Kimi Raikkonen,111,AlfaRomeo,#9B0000,Ferrari,5,F,12,64,335.1,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,1.0
4605,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,12,5,VET,Sebastian Vettel,111,Ferrari,#DC0000,Ferrari,20,F,2,64,337.0,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,0.0,2.0
4606,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,15,77,BOT,Valtteri Bottas,111,Mercedes,#00D2BE,Mercedes,3,DNF,15,56,326.7,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,0.0
4607,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,16,11,PER,Sergio Perez,111,RacingPoint,#F596C8,Mercedes,8,DNF,20,1,305.5,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,1.0
4608,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,22,8,GRO,Romain Grosjean,111,HaasF1Team,#F0D787,Ferrari,6,F,7,64,329.1,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,2.0,4.0
4609,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,25,55,SAI,Carlos Sainz Jnr,111,McLaren,#FF8700,Renault,7,F,5,64,333.3,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,0.0,2.0
4610,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,27,33,VER,Max Verstappen,111,RedBull,#1E41FF,Honda,2,F,1,64,324.4,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,1.0
4611,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,35,99,GIO,Antonio Giovinazzi,111,AlfaRomeo,#9B0000,Ferrari,11,F,13,64,331.3,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,0.0
4612,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,36,18,STR,Lance Stroll,111,RacingPoint,#F596C8,Mercedes,15,F,4,64,327.3,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,0.0
4613,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,38,10,GAS,Pierre Gasly,111,RedBull,#1E41FF,Honda,4,DNF,14,61,344.9,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,0.0,1.0
4614,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,40,16,LEC,Charles Leclerc,111,Ferrari,#DC0000,Ferrari,10,DNF,17,27,320.1,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,1.0
4615,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,42,4,NOR,Lando Norris,111,McLaren,#FF8700,Renault,19,DNF,18,25,323.9,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,1.0,3.0
4616,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,43,23,ALB,Alexander Albon,111,ToroRosso,#469BFF,Honda,16,F,6,64,337.9,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,0.0,1.0
4617,cloudy  with maximum temperatures reaching 26 degrees during the day. ,Hockenheimring,49.3278,8.56583,Hockenheim,Germany,44,63,RUS,George Russell,111,Williams,#192c4e,Mercedes,17,F,11,64,301.8,2019-07-28,2019,"A3,A4,A6,I,W",Wet race,64,67,4574,2.0,0.0
